,elevation_13,slope_13,aspect_13,placurv_13,procurv_13,precipitation_mm_last_7_days,soil_tax,soil_rec_symbol,soil_rec_mat_origin,soil_rec_sew_class,soil_rec_tex_sup,soil_rec_c_tex_sup,soil_rec_tex_sub,soil_rec_c__tex_sub,soil_rec_risk_eros,soil_use,rock_type,rock_period,DecistionTree_prediction_prob,RandomForest_prediction_prob,AdaBoost_prediction_prob,XGBoost_prediction_prob,LogisticRegression_prediction_prob,SupportVectorMachine_prediction_prob,DecistionTree_class3,RandomForest_class3,AdaBoost_class3,XGBoost_class3,LogisticRegression_class3,SupportVectorMachine_class3,DecistionTree_class5,RandomForest_class5,AdaBoost_class5,XGBoost_class5,LogisticRegression_class5,SupportVectorMachine_class5,landslide,train
6341,1916.0,6.0544987,315.0,-8.0,-18.0,189.75542861875147,3,120,33,1,44,6,54,4,13,7,1,60,0.8617245005257623,1.0,0.5053756468863725,0.9921355,0.9825371308512554,0.9337781766273435,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1,1
5999,2382.0,27.951523,15.018361,-9.278351,-59.27835,49.34771693125367,2,109,11,1,29,3,50,4,4,3,1,56,0.8617245005257623,0.9370764652014651,0.5029984232744944,0.96079326,0.6481060945323586,0.777201598735667,High,High,Medium,High,Medium,High,Very High,Very High,Medium,Very High,High,High,1,1
8988,851.0,0.0,270.0,0.0,0.0,5.585905594751239,4,142,7,1,39,3,2,7,2,7,1,62,0.4534005037783375,0.88,0.5013249190430856,0.9362728,0.2809767914228055,0.41617816340066566,Medium,High,Medium,High,Low,Medium,Medium,Very High,Medium,Very High,Low,Medium,1,1
2512,739.0,24.227745,180.0,-0.0,90.0,2.371229317039252,4,21,52,1,1,5,2,7,10,7,1,36,0.17533718689788053,0.03,0.49397118914684723,0.017955864,0.18776049613856882,0.06687491807881922,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
4161,306.0,2.8624053,270.0,-0.0,-10.0,3.882502721622586,5,163,49,1,1,5,2,7,2,4,2,64,0.02556818181818182,0.0,0.4879563615495785,0.0019420878,0.022190521356410444,0.031195835260579417,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
374,1564.0,26.565052,90.0,-0.0,-100.0,1.7763775996863842,2,45,11,1,11,3,41,5,8,8,1,27,0.4534005037783375,0.13391304347826088,0.5008382924493558,0.089582756,0.5677898720313529,0.40789176204194666,Medium,Low,Medium,Low,Medium,Medium,Medium,Very Low,Medium,Very Low,Medium,Medium,0,1
8824,1929.0,0.0,270.0,0.0,0.0,69.76933319494128,5,19,10,1,15,3,61,4,10,7,2,53,0.8617245005257623,1.0,0.5040819326688682,0.9837757,0.7698770280316856,0.9441904452534091,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,High,Very High,1,1
9684,168.0,0.0,270.0,0.0,0.0,19.16258727759123,3,118,62,8,44,6,64,9,13,3,2,13,0.02556818181818182,0.78,0.4984598884083842,0.9059825,0.23608202452015234,0.1920699932399766,Low,High,Medium,High,Low,Low,Very Low,High,Medium,Very High,Low,Very Low,1,1
3527,250.0,39.53554,305.1342,-98.28,121.72,0.1027720347046852,5,24,8,1,1,5,2,7,2,7,2,53,0.02556818181818182,0.01,0.4878607901188659,0.003733389,0.06389728318476759,0.09789641247401004,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
9071,2179.0,24.227745,90.0,-0.0,-90.0,4.489520142786205,1,22,23,1,20,4,31,5,2,7,2,53,0.4534005037783375,0.9,0.49914379590560376,0.9494118,0.49353599704189033,0.635977508125218,Medium,High,Medium,High,Medium,Medium,Medium,Very High,Medium,Very High,Medium,High,1,1
6424,425.0,0.0,270.0,0.0,0.0,88.70987612567842,3,118,62,8,44,6,64,9,13,4,1,77,0.5529661016949152,1.0,0.502345184679795,0.9747172,0.6492988555870861,0.8216497232078445,Medium,High,Medium,High,Medium,High,Medium,Very High,Medium,Very High,High,Very High,1,1
1506,92.0,0.0,270.0,0.0,0.0,72.87180569395423,7,155,11,1,11,3,36,5,6,2,2,45,0.20710059171597633,0.020862068965517244,0.49261194683527354,0.006734385,0.06270987820005304,0.05285625657754381,Low,Low,Medium,Low,Low,Low,Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
3168,158.0,0.0,270.0,0.0,0.0,54.17158119380474,7,122,49,1,1,5,2,7,2,7,2,64,0.20710059171597633,0.03,0.4919297396207356,0.029799683,0.07332158042040945,0.06954186082124376,Low,Low,Medium,Low,Low,Low,Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
372,1930.0,34.218582,306.02737,-4.972376,5.0276246,0.0,2,7,11,1,28,4,64,9,2,7,1,29,0.12217194570135746,0.09,0.4983157460294699,0.050521113,0.8998602031949462,0.7900322458711728,Low,Low,Medium,Low,High,High,Very Low,Very Low,Medium,Very Low,Very High,High,0,1
6720,2463.0,40.09934,84.035515,-9.649806,160.3502,63.72930077277124,2,125,12,1,23,4,2,7,2,7,1,72,0.8617245005257623,0.808116883116883,0.5020223857213476,0.8915553,0.7555670490532448,0.7515334213191777,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,High,High,1,1
7083,1951.0,38.132477,307.23483,-115.98513,114.01487,112.21226052567364,3,165,11,2,28,3,46,4,2,8,1,55,0.8617245005257623,0.9567503586800573,0.5047346040926417,0.97042334,0.8891756903604607,0.6667171615352716,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,High,1,1
4985,30.0,0.0,270.0,0.0,0.0,33.46108799427748,7,72,47,5,1,5,2,7,4,2,2,9,0.02556818181818182,0.0,0.4923638117630823,0.002202196,0.034746684967435014,0.03156446795540422,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
4432,237.0,0.0,270.0,0.0,0.0,18.603268509730697,5,24,8,1,1,5,2,7,2,3,2,79,0.02556818181818182,0.0525,0.49536693803855897,0.022055563,0.04716478391199248,0.07069043084581174,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
9053,125.0,13.900669,135.0,-9.6,-19.6,117.16284101456404,4,78,57,1,3,5,2,7,10,7,1,72,0.20710059171597633,0.9,0.4958846535041262,0.8746894,0.33725180028440466,0.24424789333927677,Low,High,Medium,High,Medium,Low,Low,Very High,Medium,Very High,Low,Low,1,1
1325,1094.0,16.699244,90.0,-0.0,-60.0,56.35501607786864,4,81,38,1,1,5,2,7,2,7,1,9,0.6535269709543569,0.13525733927907843,0.5004748011068832,0.10580388,0.49951951421706947,0.4073299691498076,Medium,Low,Medium,Low,Medium,Medium,High,Very Low,Medium,Very Low,Medium,Medium,0,1
6498,2026.0,2.8624053,0.0,-0.0,10.0,262.61195922642946,1,111,12,1,22,4,2,7,2,6,1,37,0.8617245005257623,0.9976923076923078,0.5079767066819645,0.99249095,0.9921209617519976,0.9646326222452005,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1,1
3859,106.0,0.0,270.0,0.0,0.0,1.8628454180434344,0,1,0,0,0,0,1,1,1,0,0,0,0.02556818181818182,0.02,0.49299502517707,0.015107283,0.08482080972394479,0.3047247600922686,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Low,0,1
1579,149.0,5.710593,90.0,-0.0,20.0,0.1582123637199401,4,60,28,1,37,3,32,5,8,3,1,28,0.02556818181818182,0.0,0.490958516391113,0.011101521,0.10075454274185916,0.03352479759814097,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
4192,884.0,8.530766,180.0,-0.0,30.0,82.12727922294289,3,162,11,1,36,4,15,0,2,3,1,29,0.6535269709543569,0.26,0.5007894326953197,0.16057247,0.23222073926362552,0.6327630869826134,Medium,Low,Medium,Low,Low,Medium,High,Low,Medium,Very Low,Low,High,0,1
8758,2903.0,0.0,270.0,0.0,0.0,15.45853403955698,1,73,8,1,24,4,2,7,2,7,2,23,0.8617245005257623,0.82,0.5016903203824546,0.70898557,0.8362838478344167,0.9168541034275555,High,High,Medium,High,High,High,Very High,Very High,Medium,High,Very High,Very High,1,1
3250,114.0,2.8624053,180.0,-0.0,-10.0,5.263644559308887,7,16,8,7,1,5,2,7,4,3,2,67,0.02556818181818182,0.0,0.48819865009641145,0.0023270627,0.022047624002979972,0.05978673081967188,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
9354,482.0,46.397182,90.0,-0.0,210.0,16.223656261339784,4,164,55,1,29,3,25,5,2,7,1,62,0.17533718689788053,1.0,0.5002468852703681,0.9665999,0.07429470161022533,0.24531918519824447,Low,High,Medium,High,Low,Low,Very Low,Very High,Medium,Very High,Very Low,Low,1,1
2637,5.0,0.0,270.0,0.0,0.0,0.0112943649291992,7,146,18,7,23,4,2,7,4,5,2,42,0.02556818181818182,0.01,0.48855786663520756,0.020244261,0.025047991010269877,0.04528730170988176,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
4295,460.0,0.0,270.0,0.0,0.0,0.0441109128296375,7,77,49,1,1,5,2,7,4,8,2,3,0.17533718689788053,0.0,0.48868327019406715,0.0026041474,0.10329385087782378,0.06271746138274681,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
129,2886.0,24.939693,126.25384,-1.6326809e-15,10.0,0.0,2,107,12,1,28,3,44,5,2,7,1,55,0.12217194570135746,0.0,0.49399593801572755,0.02165936,0.7887110367246729,0.5401212291973386,Low,Low,Medium,Low,High,Medium,Very Low,Very Low,Medium,Very Low,High,Medium,0,1
1635,1073.0,24.044718,11.309933,-0.0,70.0,0.5568686407059431,3,76,15,2,29,3,22,4,2,7,2,77,0.12217194570135746,0.08,0.4934955910203801,0.014149433,0.08848045922506052,0.04011163871332184,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
8153,76.0,0.0,270.0,0.0,0.0,17.444889146834612,6,144,22,1,37,3,62,4,2,4,2,24,0.02556818181818182,0.81,0.4977971630480669,0.89225143,0.08379929481562495,0.11542602221861196,Low,High,Medium,High,Low,Low,Very Low,Very High,Medium,Very High,Very Low,Very Low,1,1
5219,312.0,39.353844,52.431408,-111.15242,118.84759,0.2481396980583667,1,112,49,1,1,5,2,7,4,8,2,3,0.02556818181818182,0.04,0.4866825938138408,0.004303928,0.08381771636493031,0.16543880594352445,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
7651,559.0,21.56813,161.56505,-0.0,-100.0,24.349570780992508,3,118,62,8,44,6,64,9,13,7,1,62,0.17533718689788053,0.93,0.5014629781659957,0.94009185,0.4751422815339599,0.7778416049497117,Low,High,Medium,High,Medium,High,Very Low,Very High,Medium,Very High,Medium,High,1,1
7073,404.0,0.0,270.0,0.0,0.0,95.25538319256157,2,33,13,1,42,3,31,5,10,3,1,15,0.5529661016949152,0.8831944444444444,0.5028183154121025,0.8961038,0.6571582924775055,0.697191398683859,Medium,High,Medium,High,Medium,High,Medium,Very High,Medium,Very High,High,High,1,1
370,2185.0,51.630283,358.29865,-0.0,260.0,37.46666477806866,5,19,10,1,15,3,61,4,10,7,2,53,0.8617245005257623,0.20960030165912516,0.5006028981249492,0.212365,0.581492879636172,0.41764495360078785,High,Low,Medium,Low,Medium,Medium,Very High,Low,Medium,Low,Medium,Medium,0,1
5884,2535.0,7.0541315,45.0,-2.5,17.5,47.6936448905617,2,44,11,1,11,3,41,5,11,8,1,55,0.8617245005257623,0.9777791710665545,0.5042136887154921,0.97990054,0.8903292176589354,0.8885407356338583,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1,1
2116,441.0,11.309933,180.0,-0.0,40.0,0.4220939138904214,1,105,8,1,20,4,2,7,4,7,2,53,0.17533718689788053,0.01,0.49078634120955683,0.0060379705,0.11369031164961459,0.06769236270664353,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
1820,202.0,0.0,270.0,0.0,0.0,6.165761143900454,1,112,49,1,1,5,2,7,4,6,2,3,0.02556818181818182,0.0,0.4908818595722021,0.0037804423,0.10644237951754143,0.051101328779396174,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
881,2751.0,14.036243,0.0,-0.0,-50.0,0.0,3,46,8,1,1,5,2,7,8,7,2,53,0.12217194570135746,0.03,0.49632811152976064,0.04292792,0.5029916642377203,0.7634172600021687,Low,Low,Medium,Low,Medium,High,Very Low,Very Low,Medium,Very Low,Medium,High,0,1
4327,638.0,42.700867,335.17065,98.24363,-151.75638,52.47056055255234,3,81,38,1,1,5,2,7,2,7,1,75,0.5529661016949152,0.07176811594202899,0.4954788009553934,0.025262566,0.20389574618414022,0.1283002020322881,Medium,Low,Medium,Low,Low,Low,Medium,Very Low,Medium,Very Low,Low,Very Low,0,1
8569,266.0,0.0,270.0,0.0,0.0,176.7330649998039,4,56,12,1,29,3,64,9,2,7,2,46,0.20710059171597633,0.98,0.5033939483184886,0.9771638,0.9198921793396512,0.8909736500343401,Low,High,Medium,High,High,High,Low,Very High,Medium,Very High,Very High,Very High,1,1
5509,118.0,8.530766,0.0,-0.0,30.0,131.0578047586605,4,133,9,7,1,5,2,7,4,4,2,66,0.20710059171597633,0.07,0.4961331744429085,0.037865117,0.13929165280498812,0.11249030617983057,Low,Low,Medium,Low,Low,Low,Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
432,2659.0,52.604267,45.0,195.0,-185.0,41.28237980417907,5,19,10,1,15,3,61,4,10,7,2,53,0.8617245005257623,0.20172222222222222,0.5005965284254575,0.13261488,0.5468291716610889,0.22535489681901888,High,Low,Medium,Low,Medium,Low,Very High,Low,Medium,Very Low,Medium,Low,0,1
9092,142.0,8.530766,90.0,-0.0,-30.0,75.50606814958155,3,126,12,2,29,3,54,4,9,7,2,80,0.20710059171597633,0.8079999999999999,0.5000728043170698,0.85366297,0.19158336012588492,0.15123867300055183,Low,High,Medium,High,Low,Low,Low,Very High,Medium,Very High,Very Low,Very Low,1,1
7138,1545.0,11.309933,270.0,-0.0,40.0,73.26377682201564,3,119,33,1,28,3,54,4,2,7,1,53,0.8617245005257623,0.8998578104472155,0.5026954391161518,0.9138143,0.7661538636355955,0.9107784979028188,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,High,Very High,1,1
6445,770.0,0.0,270.0,0.0,0.0,203.6824048962444,3,76,15,2,29,3,22,4,2,7,2,77,0.5529661016949152,0.89,0.501897204330245,0.89450747,0.8150422470948593,0.7794743663949689,Medium,High,Medium,High,High,High,Medium,Very High,Medium,Very High,Very High,High,1,1
1591,977.0,0.0,270.0,0.0,0.0,0.0,7,29,11,7,1,5,2,7,4,3,1,9,0.12217194570135746,0.02,0.4930131349921242,0.03838601,0.17894388225050148,0.15815378791678342,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
5239,380.0,0.0,270.0,0.0,0.0,116.122853230685,2,63,2,2,28,3,52,4,9,3,2,15,0.5529661016949152,0.29,0.5011403556896851,0.29300523,0.5438174903651248,0.6284992842377874,Medium,Low,Medium,Low,Medium,Medium,Medium,Low,Medium,Low,Medium,High,0,1
4268,89.0,2.8624053,0.0,-0.0,10.0,0.0,4,133,9,7,1,5,2,7,4,4,2,79,0.02556818181818182,0.0,0.48878115768193275,0.004924548,0.015165457018355966,0.06088845194460402,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
3727,204.0,5.710593,270.0,-0.0,20.0,0.1528705693781376,7,77,49,1,1,5,2,7,4,6,2,3,0.02556818181818182,0.0,0.48519126306271687,0.00095314387,0.05246564479756516,0.02902781505402459,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
3863,912.0,18.541979,153.43495,-12.0,-42.0,19.414143668487668,3,81,38,1,1,5,2,7,2,7,1,77,0.6535269709543569,0.03,0.4969731555466148,0.038830426,0.20723639256583762,0.12496739650321755,Medium,Low,Medium,Low,Low,Low,High,Very Low,Medium,Very Low,Low,Very Low,0,1
1876,730.0,10.779772,113.19859,-0.0,10.0,26.758011369034648,4,74,48,1,1,5,2,7,2,6,1,35,0.17533718689788053,0.11861660079051382,0.4988200268046281,0.08832044,0.21805861751474753,0.12811980183212218,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Low,Very Low,0,1
2654,209.0,8.984877,71.56505,-0.0,-40.0,42.20313572138548,5,24,8,1,1,5,2,7,2,7,2,3,0.20710059171597633,0.01,0.49518012884353196,0.0069704363,0.18710797493386935,0.09321261284800708,Low,Low,Medium,Low,Low,Low,Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
7392,2040.0,12.6043825,333.43494,-8.0,-28.0,36.85699160024524,2,107,12,1,28,3,44,5,2,7,1,55,0.8617245005257623,0.944526138214622,0.501747623648809,0.9281261,0.8106090470543987,0.8547438651399047,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1,1
6362,1957.0,16.699244,90.0,-0.0,60.0,187.616862334311,2,48,12,1,13,4,34,5,2,6,1,29,0.8617245005257623,0.9919,0.5068501999821696,0.98425573,0.9757533338996051,0.9965690003239382,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1,1
4112,266.0,2.8624053,90.0,-0.0,-10.0,6.004290507175028,3,117,62,8,44,6,64,9,13,3,2,2,0.02556818181818182,0.03,0.49646175047004426,0.06418068,0.19342974654610942,0.14171163011986132,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
4212,115.0,0.0,270.0,0.0,0.0,48.79342832695693,7,72,47,5,1,5,2,7,4,3,2,46,0.20710059171597633,0.0,0.49421836679505265,0.007864617,0.0409774020237443,0.03558536813196864,Low,Low,Medium,Low,Low,Low,Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
367,2379.0,6.37937,206.56505,4.0,14.0,0.0512152090668678,2,109,11,1,29,3,50,4,4,2,1,56,0.12217194570135746,0.0,0.4948530385991263,0.026537545,0.5254350093616406,0.5722561589609374,Low,Low,Medium,Low,Medium,Medium,Very Low,Very Low,Medium,Very Low,Medium,Medium,0,1
7463,2456.0,23.34343,280.00797,-9.878049,-89.87805,21.327902421355247,2,44,11,1,11,3,41,5,11,7,1,35,0.8617245005257623,0.9187179487179488,0.5028934627799565,0.95812494,0.8282348727782043,0.8660429968040344,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1,1
3436,36.0,2.263636,108.43495,-0.0,10.0,30.404896911233664,3,70,56,7,25,4,33,5,4,3,2,28,0.02556818181818182,0.01,0.4958070744632228,0.025090395,0.05615838652116737,0.034535143901543,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
9585,1460.0,18.541979,243.43495,24.390244,34.390244,16.452047643251717,3,119,33,1,28,3,54,4,2,7,2,23,0.8617245005257623,0.8998999999999999,0.5014088179711252,0.9003886,0.3726929822664909,0.45592996397356994,High,High,Medium,High,Medium,Medium,Very High,Very High,Medium,Very High,Low,Medium,1,1
8764,564.0,8.530766,90.0,-0.0,-30.0,169.59120481368154,3,26,22,2,35,4,35,5,2,7,1,54,0.5529661016949152,0.7513636363636365,0.5016656422385225,0.72189355,0.8862851627350685,0.9329443521065834,Medium,High,Medium,High,High,High,Medium,High,Medium,High,Very High,Very High,1,1
7623,2254.0,10.2193775,56.309933,-23.076923,26.923077,19.277937550097704,2,107,12,1,28,3,44,5,2,7,1,55,0.8617245005257623,0.7096231884057971,0.500949203548783,0.8027721,0.7570872473369087,0.6190292357649044,High,High,Medium,High,High,Medium,Very High,High,Medium,Very High,High,High,1,1
6117,1479.0,2.8624053,0.0,-0.0,10.0,69.2119639441371,1,65,11,1,24,4,6,5,5,3,1,36,0.8617245005257623,0.992,0.5054213820413581,0.9954711,0.5645714793505842,0.9031700238716899,High,High,Medium,High,Medium,High,Very High,Very High,Medium,Very High,Medium,Very High,1,1
5944,2448.0,0.0,270.0,0.0,0.0,26.502742151729763,2,44,11,1,11,3,41,5,11,8,1,55,0.8617245005257623,0.9994904458598726,0.504104396583253,0.97289973,0.8790587266506349,0.9033726931363162,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1,1
6119,1307.0,0.0,270.0,0.0,0.0,73.6176190096885,3,118,62,8,44,6,64,9,13,6,1,9,0.8617245005257623,1.0,0.5070157985671039,0.98945403,0.9150986757530037,0.9365445468950141,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1,1
2893,185.0,0.0,270.0,0.0,0.0,45.71747549343854,7,79,49,7,1,5,2,7,4,6,2,64,0.20710059171597633,0.0,0.49133262388970383,0.009482416,0.05470046394652083,0.0730728649116405,Low,Low,Medium,Low,Low,Low,Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
8768,230.0,2.8624053,270.0,-0.0,10.0,131.75163127481937,3,4,54,1,23,4,8,7,2,3,2,13,0.20710059171597633,0.7991428571428572,0.5024203020152653,0.90355086,0.4599720446587197,0.2550516489901455,Low,High,Medium,High,Medium,Low,Low,High,Medium,Very High,Medium,Low,1,1
239,1299.0,13.519692,297.89728,-4.5,35.5,0.6126729566603899,3,148,8,1,16,3,55,5,2,6,2,3,0.12217194570135746,0.13,0.49512761678619366,0.06842981,0.34046083387685117,0.3046963330140401,Low,Low,Medium,Low,Medium,Low,Very Low,Very Low,Medium,Very Low,Low,Low,0,1
7128,403.0,2.8624053,180.0,-0.0,-10.0,128.90543388947845,3,26,22,2,35,4,35,5,2,7,1,62,0.5529661016949152,0.806422480620155,0.5018838421045491,0.8701499,0.7831138736434178,0.845300115384144,Medium,High,Medium,High,High,High,Medium,Very High,Medium,Very High,High,Very High,1,1
9189,1841.0,11.309933,90.0,-0.0,-40.0,49.25455407053232,5,19,10,1,15,3,61,4,10,7,2,53,0.8617245005257623,0.9772226818324224,0.5029120483842989,0.9624369,0.5932276876371821,0.8237332961815153,High,High,Medium,High,Medium,High,Very High,Very High,Medium,Very High,Medium,Very High,1,1
542,2240.0,17.36707,177.7094,-2.8846154,-42.884617,4.938543509691954,4,41,22,1,37,3,30,5,9,7,1,63,0.4534005037783375,0.12045454545454545,0.49917959245866667,0.09055103,0.6366725498527792,0.3486138382308303,Medium,Low,Medium,Low,Medium,Medium,Medium,Very Low,Medium,Very Low,High,Low,0,1
6947,976.0,8.530766,270.0,-0.0,30.0,127.90845835302024,4,3,35,1,18,4,40,5,2,7,1,62,0.6535269709543569,0.99,0.5060587488321205,0.98790795,0.8460782098035277,0.9424542671275663,Medium,High,Medium,High,High,High,High,Very High,Medium,Very High,Very High,Very High,1,1
1459,260.0,5.710593,180.0,-0.0,20.0,4.259239076636732,2,91,43,1,37,3,56,4,4,2,2,46,0.02556818181818182,0.01,0.4912162511409782,0.013633476,0.05900521413910456,0.03350075221284405,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
1903,252.0,6.1373796,54.462322,-6.0,-16.0,30.359866856597364,7,86,49,3,1,5,3,7,3,4,2,9,0.02556818181818182,0.0,0.48976335394087434,0.001194816,0.04385699872626173,0.034123032415240624,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
4648,63.0,5.0511527,188.1301,-0.0,-20.0,24.016162985935807,1,35,49,7,1,5,2,7,4,5,2,67,0.02556818181818182,0.01,0.49135474811609003,0.0038622147,0.05559697875335475,0.05866269013600441,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
362,2406.0,0.0,270.0,0.0,0.0,31.377340934239328,2,107,12,1,28,3,44,5,2,7,1,55,0.8617245005257623,0.357900702270129,0.5028269910675413,0.51586336,0.8661570794769573,0.8921165986533698,High,Medium,Medium,Medium,High,High,Very High,Low,Medium,Medium,Very High,Very High,0,1
7114,180.0,6.0544987,45.0,25.0,-15.0,111.3341543059796,6,121,1,1,27,4,2,7,4,3,2,71,0.20710059171597633,0.7541954022988506,0.49502709631902825,0.7471025,0.11778748904804684,0.1038253708791098,Low,High,Medium,High,Low,Low,Low,High,Medium,High,Very Low,Very Low,1,1
7210,1639.0,28.77326,78.17851,-16.72,-106.72,7.950462194159627,1,111,12,1,22,4,2,7,2,7,1,72,0.4534005037783375,0.79,0.49790631316863637,0.75408465,0.3872904353828566,0.3464792804314059,Medium,High,Medium,High,Medium,Medium,Medium,High,Medium,High,Low,Low,1,1
2086,234.0,5.710593,270.0,-0.0,-20.0,3.878578271716833,5,163,49,1,1,5,2,7,2,6,2,64,0.02556818181818182,0.0,0.48827855137470266,0.0024721585,0.02845279701532217,0.03313737314347577,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
